Experience,Acceptance Rate,Primary Company,Other Companies
4.775119206195168,26.957747716007702,Company A,Company B
5.253742274439615,28.82289076463583,Company A,Company B
6.031438462789291,36.952987435154014,Company A,Company C
18.019042003340886,83.15798641130432,Company A,Company D
6.518212317658659,35.02405966733515,Company A,Company B
1.3082267487139863,9.176284739408516,Company A,Company D
6.490626559856733,23.681017371830883,Company A,Company E
9.543675264725099,39.8317254601939,Company A,Company E
10.628442418207326,53.38180266999033,Company A,Company E
7.7931504668622,33.76741280366214,Company A,Company C
10.95912671183811,50.968259879639476,Company A,Company B
19.061111103847196,93.5549691601317,Company A,Company E
18.663784398971597,86.05515751047052,Company A,Company B
3.519515254819809,26.503321740735153,Company A,Company B
7.8108867392552455,43.23057955998124,Company A,Company D
7.348526358359731,31.114859343450917,Company A,Company D
9.53215310570433,53.52705949218445,Company A,Company D
18.823632372591884,101.64981759051156,Company A,Company C
9.68287640551993,45.52857029825383,Company A,Company E
14.09989759533804,70.8834662206597,Company A,Company B
4.192547930150424,16.489378841552835,Company A,Company D
6.082665007301034,38.28685146773995,Company A,Company B
2.9963476671088936,8.3133121080026,Company A,Company B
8.105662493061082,40.00141104708625,Company A,Company C
16.07972549563423,74.11261280769261,Company A,Company B
2.555993634509032,9.426784377659299,Company A,Company E
8.811646166139587,35.78889874807833,Company A,Company D
7.66476243596148,45.59055951642239,Company A,Company C
12.630300898868114,62.843203673994495,Company A,Company E
19.12622241219806,104.03325825387515,Company A,Company C
11.308673377818044,50.86541764240131,Company A,Company D
3.7979566589907217,13.421887777982622,Company A,Company B
14.897299166827368,80.30585915978264,Company A,Company E
5.805750288942455,19.639558065571492,Company A,Company E
5.355066053642368,20.282472591536816,Company A,Company B
6.584302806779009,42.83077481884558,Company A,Company B
17.639007782570406,79.67921704902088,Company A,Company B
8.31465258497984,42.43933792135237,Company A,Company D
5.63111881699196,24.692116303029547,Company A,Company E
12.366326757444645,55.2615351379746,Company A,Company D
14.157436638834652,64.08526784334745,Company A,Company B
7.407874804715441,31.558463416572312,Company A,Company C
1.6618322983207703,9.704248159424992,Company A,Company E
9.304576344510297,38.26346276142595,Company A,Company C
6.7859659537519255,37.65965450104891,Company A,Company B
3.701921316640656,26.73158795432538,Company A,Company D
4.7388093952380865,16.025296339639276,Company A,Company B
16.441477881196125,77.28479558485392,Company A,Company C
3.0849410463204867,22.79521812283992,Company A,Company E
14.081921226438054,67.93414607748691,Company A,Company D
10.88855914844244,59.49659152448607,Company A,Company B
8.858660306760026,38.363372407216815,Company A,Company C
19.902010007747684,97.10410751912733,Company A,Company D
17.47986158574281,89.97979192478697,Company A,Company E
9.055287054098812,47.654612901295046,Company A,Company B
18.816430614683824,103.02512218003376,Company A,Company E
12.772873130767453,62.07783814432634,Company A,Company E
12.212188097018899,52.769073305454356,Company A,Company C
14.417786137457696,63.032135142862145,Company A,Company D
3.556750640253117,25.04379407406101,Company A,Company E
15.810936930562958,70.57409643122729,Company A,Company E
16.64402040800435,79.64152042700312,Company A,Company C
1.3304264135537647,12.54835341676455,Company A,Company B
11.357028916838262,56.70882369775832,Company A,Company B
8.436234019836135,45.510144064620214,Company A,Company E
3.9020040583824143,23.97863950073066,Company A,Company B
4.739256585611897,33.30753215365104,Company A,Company D
8.318646779533935,45.58319305178232,Company A,Company D
11.755401181363824,68.05555060978021,Company A,Company B
11.186923849558282,56.80039400046046,Company A,Company E
7.614138332362445,40.99976134343034,Company A,Company B
7.283266485884998,42.359346601710094,Company A,Company B
19.872725146817952,89.98491437680667,Company A,Company C
17.931510251576924,96.37274592994169,Company A,Company B
14.955965373398104,71.42359815597817,Company A,Company B
15.05539076624649,78.80229983045064,Company A,Company E
9.621893504110446,56.535439143017456,Company A,Company C
16.969943385573096,90.78726768536396,Company A,Company E
19.83288479121065,91.62151433578659,Company A,Company E
6.05474154503322,26.378444602869926,Company A,Company E
6.152149933592068,28.963679934123036,Company A,Company B
11.278355678908872,64.00604321720638,Company A,Company C
16.529557238817663,87.87036391166069,Company A,Company B
9.36760104280562,48.23197254721667,Company A,Company E
7.6119624929048495,43.80405865978079,Company A,Company E
11.520459234613613,55.917157723431856,Company A,Company B
16.13166892640575,88.42734308093083,Company A,Company C
4.882910633138557,26.130789910361678,Company A,Company C
1.437504358044774,15.816313318220942,Company A,Company E
15.929355221512033,70.70467030599451,Company A,Company E
18.254023843294245,88.00565155393812,Company A,Company E
2.322742473433452,4.757749922611552,Company A,Company C
10.132376352131468,54.36969318683974,Company A,Company C
1.8259412882380306,10.026077053165332,Company A,Company E
9.310336507094837,53.57230414694405,Company A,Company C
2.0042010663356526,4.38935881478211,Company A,Company C
3.5137489576100305,18.160419071082256,Company A,Company E
5.048334119422353,33.76892735863264,Company A,Company D
10.838838870964024,62.591046424274694,Company A,Company C
17.968605908262294,83.89849077612696,Company A,Company C
4.923486840590655,18.433142403140515,Company A,Company D
19.269555875346235,101.10615384200321,Company A,Company D
13.569778325478595,69.74344805610875,Company A,Company C
12.498506633896996,70.32959773688364,Company A,Company D
12.460784369606,60.06930785122117,Company A,Company C
11.651388436130484,49.41884180037523,Company A,Company C
14.926169989662059,79.23644723238385,Company A,Company C
19.28256040567242,97.21419111286438,Company A,Company C
13.646658103535627,65.56175816939161,Company A,Company C
16.792699563251773,83.57887895678404,Company A,Company B
9.813309431477043,58.573409063287656,Company A,Company D
7.137226328672803,26.08109296833866,Company A,Company C
6.492291993249129,23.056507280717188,Company A,Company E
14.39570932219978,77.20406048770238,Company A,Company B
2.307284854556346,20.16289598756582,Company A,Company B
18.415929315897994,95.78163794564765,Company A,Company D
2.1113845845985395,12.241169431937362,Company A,Company C
16.458411082429713,85.94591644187001,Company A,Company D
19.069927547651602,90.04190001780752,Company A,Company E
1.717807858870625,11.69956075077387,Company A,Company C
19.43483077097778,106.01545303420723,Company A,Company B
18.556395094226815,86.42459147408564,Company A,Company D
1.8185463817709067,5.367484866712967,Company A,Company D
1.1828218399309975,10.843129263736156,Company A,Company D
19.70604512154538,100.85969722821613,Company A,Company C
13.056909328673477,68.96247204058307,Company A,Company E
2.2499604589588666,3.3591185137685846,Company A,Company E
4.756449774941286,16.225639613787628,Company A,Company B
3.580287352589329,27.1253643961407,Company A,Company C
19.377759689629517,90.5666623409434,Company A,Company C
9.370710615837544,50.93276568634617,Company A,Company D
17.488433195457155,78.16713150592838,Company A,Company E
3.3309555008061023,13.394584358633429,Company A,Company D
14.935148428993413,65.08493360501225,Company A,Company C
10.656942818840006,59.99311759835584,Company A,Company C
2.777014736544082,5.0690807510977915,Company A,Company D
15.48506780789276,84.72238386930536,Company A,Company C
10.961269199680737,60.07100869705745,Company A,Company B
19.08193061365557,99.07804577977964,Company A,Company E
12.55240891693697,66.32163660990024,Company A,Company D
17.445711120046596,94.13509827814636,Company A,Company E
14.015651437821521,63.56318975395193,Company A,Company C
2.865766872755777,14.440266123268557,Company A,Company D
9.082642541443827,44.05576383130452,Company A,Company D
5.033781362516223,24.23975804286699,Company A,Company E
12.68073018092647,61.1297775660871,Company A,Company B
1.220026997058701,1.7607609355977312,Company A,Company E
3.5130504964720526,20.98005400606564,Company A,Company E
3.7989238399330882,25.10550574876848,Company A,Company D
9.75656774842835,47.73220022407894,Company A,Company C
15.454953504394604,74.85558994804137,Company A,Company E
17.22672651543144,80.60407859545374,Company A,Company E
1.4705351084123448,-1.891658791818485,Company A,Company B
5.496605796854327,21.156576724904113,Company A,Company E
13.43073791445628,75.83932522946775,Company A,Company E
17.34322891615997,85.26849043839195,Company A,Company D
17.564589752666436,97.72676496766263,Company A,Company C
9.376318303203387,55.33758730224787,Company A,Company B
5.400802896338209,23.793077672113,Company A,Company E
2.068945194290954,1.1732426876180302,Company A,Company C
17.511861711873962,80.03077096857983,Company A,Company E
12.614496843629492,58.42626442302617,Company A,Company B
15.48081707099229,83.45531687419931,Company A,Company E
10.371873342087286,59.40358762507205,Company A,Company B
13.93922264152937,77.7730034808785,Company A,Company D
2.285738215083928,6.201220920823268,Company A,Company C
3.5529940567212552,10.12238498565415,Company A,Company B
7.187355043339684,45.60762616420773,Company A,Company E
4.959344813232038,29.689629043243887,Company A,Company D
15.862172239906897,71.99612877269495,Company A,Company E
17.215392069783107,77.89260719703361,Company A,Company C
3.3534563975070144,12.110964025647608,Company A,Company E
17.497511456476182,92.8190435392238,Company A,Company B
6.741481944073858,40.63750554005982,Company A,Company E
8.212977247588922,41.22303577563999,Company A,Company B
19.25292708473749,104.50121288003335,Company A,Company E
18.874463439462744,98.65726309833,Company A,Company B
10.42556242637781,56.05170943419148,Company A,Company D
8.084313569798066,33.79177851419168,Company A,Company E
8.941331359456159,47.31090190125914,Company A,Company B
3.6651399312587727,22.99488538746389,Company A,Company B
14.24631544629387,74.75790698779645,Company A,Company E
17.96216366182916,84.0131065855132,Company A,Company E
18.16625577669282,90.15206343561722,Company A,Company E
6.050184624892177,23.584968798651605,Company A,Company E
10.412613600729607,50.334904110766566,Company A,Company D
17.166133258779848,93.69681824176061,Company A,Company B
1.9326295165014287,8.771102020345161,Company A,Company B
10.30351145227526,55.07635565595989,Company A,Company D
7.453159192067806,35.55352360334021,Company A,Company C
11.717509793992296,58.096233718945115,Company A,Company C
4.014953644191934,12.341850538328544,Company A,Company B
1.8913541153675006,3.748649029049691,Company A,Company C
14.130623291911528,80.4979119555556,Company A,Company C
18.389475594496012,97.7710700429157,Company A,Company C
3.087080159462061,16.2598519749699,Company A,Company E
8.464224242632472,48.25307481213045,Company A,Company C
7.7275324442832005,29.60237092266387,Company A,Company C
1.975237322541168,11.189308140927132,Company A,Company C
4.323804736967428,30.03778617254226,Company A,Company C
11.80867007188144,60.58772134392138,Company A,Company C
3.040857808698701,18.717780394499172,Company A,Company C
6.70624085561258,36.91411821460863,Company A,Company E
13.396997303297336,88.81539005833984,Company A,Company E
7.705908152970818,33.18060199881988,Company A,Company E
8.4510377740395,7.411162854079933,Company A,Company D
9.93201606526214,34.06499875157324,Company A,Company B
17.199664757429527,99.31959856810539,Company A,Company E
19.162403808909612,60.70703057819544,Company A,Company C
14.884276550582854,29.728008254166948,Company A,Company B
6.944298029623474,51.51508019187051,Company A,Company E
2.951756766568691,92.92741454492575,Company A,Company E
18.709824359577937,9.672792274890618,Company A,Company D
16.12917580028781,56.31621351166499,Company A,Company E
6.938401337235272,46.4263634502387,Company A,Company E
2.8509770914814734,18.06885693980086,Company A,Company D
17.93428084164035,63.30650044056503,Company A,Company C
2.4441646144748117,15.830904109101397,Company A,Company E
10.814761973615163,49.05690763521386,Company A,Company D
1.4983188288672502,54.150853900191265,Company A,Company E
13.25930563239614,22.357238262242785,Company A,Company B
2.4595107970799353,70.97283062610241,Company A,Company E
10.55962039107167,7.448404970432088,Company A,Company C
13.132691995246322,65.94508251461943,Company A,Company C
19.961965647181835,84.90896221219121,Company A,Company B
1.4596964297452633,9.339484112739704,Company A,Company C
1.0189060897669178,6.876837342503439,Company A,Company D
11.360986521344852,9.005412491213105,Company A,Company E
13.790351808461313,31.487436373793322,Company A,Company B
16.913219702234173,93.81612043254829,Company A,Company E
13.80625600796598,52.92919168497085,Company A,Company E
1.7279099794390569,25.62598762559144,Company A,Company C
17.694883337786965,93.62666354415742,Company A,Company D
1.1229682077293326,30.886629630822082,Company A,Company C
11.160824492110741,31.201890165441615,Company A,Company C
11.17815234028867,70.97013159632755,Company A,Company B
13.066500686905783,2.5199289411533154,Company A,Company C
18.25407534391854,79.07692757765345,Company A,Company E
2.719618307131197,48.7200958558108,Company A,Company B
8.736383208775823,75.5794077124483,Company A,Company C
18.315475964229297,71.76457415229534,Company A,Company B
9.919967755772404,4.655445989721496,Company A,Company E
3.9691233234692236,37.278192658879995,Company A,Company D
11.942416490630967,88.65157839157224,Company A,Company B
11.1475117157724,90.23217242099926,Company A,Company D
16.97127884030082,21.22998586694177,Company A,Company C
4.043397938189099,57.551619828128175,Company A,Company E
3.259557694631039,0.4303883129672781,Company A,Company B
18.351070004510888,27.499332469247474,Company A,Company C
16.468036380973384,35.79846442498263,Company A,Company B
2.7963339972134196,91.99200883333005,Company A,Company B
5.387873610227424,82.22712636109685,Company A,Company C
16.33933887255713,15.564729635228346,Company A,Company D
10.035302989590448,49.04919652829246,Company A,Company B
12.806446392351983,88.70292147218505,Company A,Company E
15.848079899040586,56.28566287605407,Company A,Company D
2.7409268309729526,49.7971399732203,Company A,Company D
4.829883558157423,16.63888943535049,Company A,Company E
12.849154267989856,8.71690208003889,Company A,Company D
16.693603262583665,82.26070614608606,Company A,Company C
3.5224725278701436,59.780039762394566,Company A,Company D
12.5322825676295,72.46976747996035,Company A,Company C
14.684196537588017,92.69912423691282,Company A,Company B
1.75978240808921,41.804633164749795,Company A,Company D
13.35030262080633,98.41311592846655,Company A,Company E
12.829566091729893,52.5644342646997,Company A,Company C
14.408592259484095,0.8175714783529187,Company A,Company B
3.178395412705147,51.39983169407202,Company A,Company D
1.2231449915511226,25.69384915144085,Company A,Company B
11.641834047312436,34.88898710501766,Company A,Company B
2.135253416137094,75.01738651297273,Company A,Company D
3.1635640758474874,7.604125531011297,Company A,Company E
12.455443279926085,90.52831422654852,Company A,Company B
2.949392243744976,84.01338318161389,Company A,Company E
19.168152122592147,53.953264209857075,Company A,Company B
5.700929231870094,7.0930078441850615,Company A,Company B
6.1104160713849645,34.94702240596552,Company A,Company B
4.035546686282116,68.62596687922287,Company A,Company C
11.193574064164833,24.197140145005413,Company A,Company D
4.523873135568937,25.101788598844877,Company A,Company E
3.1196139306936894,42.76444856211293,Company A,Company E
13.907999086360167,0.931531799479024,Company A,Company D
19.6145441250514,98.87821588123207,Company A,Company C
15.36703885573775,58.07033052645072,Company A,Company D
15.656520056830047,36.761663847526094,Company A,Company E
1.6463577957664792,27.795004116369693,Company A,Company E
19.526399381198303,2.135223222711158,Company A,Company E
12.33094159823526,21.033079790555032,Company A,Company E
10.227978244317399,84.055476873881,Company A,Company B
16.64336034809971,19.072257158000493,Company A,Company C
16.401825879709694,39.96793252147774,Company A,Company B
2.0301184295816843,15.544348326090363,Company A,Company C
8.133045031250642,43.72343429671442,Company A,Company D
16.257947554337917,3.9369239435733117,Company A,Company D
4.648056808570152,5.282460464059846,Company A,Company C
10.426552447624408,28.171429486101562,Company A,Company B
10.324669105615515,34.5494668721263,Company A,Company D
18.655242899307517,90.25748918102018,Company A,Company E
10.250290963248789,58.64059201467122,Company A,Company B
13.349997682636628,30.387748250883583,Company A,Company C
4.317554345192878,69.85941167464883,Company A,Company D
7.362091125045678,48.5393315782458,Company A,Company C
